time_index,time_since_epoch_ns,gs_handover_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,300000000000,1.0,0.0014417531718569781,0.0392156862745098,0.0018115942028985507,0.050724637681159424
2,600000000000,1.0,0.0014417531718569781,0.0392156862745098,0.0,0.05434782608695652
3,900000000000,1.0,0.0007208765859284891,0.049019607843137254,0.0018115942028985507,0.04710144927536232
4,1200000000000,1.0,0.0015498846597462514,0.03676470588235294,0.0036231884057971015,0.05253623188405797
5,1500000000000,1.0,0.0012615340253748558,0.041666666666666664,0.0036231884057971015,0.06159420289855073
6,1800000000000,1.0,0.0014417531718569781,0.0392156862745098,0.007246376811594203,0.050724637681159424
7,2100000000000,1.0,0.0009010957324106113,0.04656862745098039,0.0,0.05434782608695652
8,2400000000000,1.0,0.0012615340253748558,0.041666666666666664,0.0036231884057971015,0.04710144927536232
9,2700000000000,1.0,0.0012615340253748558,0.041666666666666664,0.0036231884057971015,0.050724637681159424
10,3000000000000,1.0,0.0016219723183391003,0.03676470588235294,0.0018115942028985507,0.06340579710144928
11,3300000000000,1.0,0.0014417531718569781,0.0392156862745098,0.005434782608695652,0.04710144927536232
12,3600000000000,1.0,0.0015859284890426758,0.03676470588235294,0.0018115942028985507,0.041666666666666664
13,3900000000000,1.0,0.0012615340253748558,0.041666666666666664,0.0018115942028985507,0.05434782608695652
14,4200000000000,1.0,0.0012615340253748558,0.041666666666666664,0.005434782608695652,0.04528985507246377
15,4500000000000,1.0,0.0009010957324106113,0.04656862745098039,0.0036231884057971015,0.04528985507246377
16,4800000000000,1.0,0.0016219723183391003,0.03676470588235294,0.0036231884057971015,0.043478260869565216
17,5100000000000,1.0,0.0017301038062283738,0.03431372549019608,0.0,0.04891304347826087
18,5400000000000,1.0,0.001189446366782007,0.041666666666666664,0.0036231884057971015,0.04710144927536232
19,5700000000000,1.0,0.0009010957324106113,0.04656862745098039,0.0,0.05615942028985507
20,6000000000000,1.0,0.0017301038062283738,0.03431372549019608,0.0036231884057971015,0.05434782608695652
21,6300000000000,1.0,0.0010813148788927337,0.04411764705882353,0.0018115942028985507,0.059782608695652176
22,6600000000000,1.0,0.0014417531718569781,0.0392156862745098,0.0036231884057971015,0.05615942028985507
23,6900000000000,1.0,0.0009010957324106113,0.04656862745098039,0.0018115942028985507,0.05615942028985507
24,7200000000000,1.0,0.0010813148788927337,0.04411764705882353,0.0036231884057971015,0.050724637681159424
25,7500000000000,1.0,0.0016219723183391003,0.03676470588235294,0.007246376811594203,0.05253623188405797
26,7800000000000,1.0,0.0014417531718569781,0.0392156862745098,0.0018115942028985507,0.06521739130434782
27,8100000000000,1.0,0.0010813148788927337,0.04411764705882353,0.0036231884057971015,0.04710144927536232
28,8400000000000,1.0,0.001838235294117647,0.03431372549019608,0.0036231884057971015,0.04710144927536232
29,8700000000000,1.0,0.0009010957324106113,0.04656862745098039,0.0,0.06702898550724638
