time_index,time_since_epoch_ns,gs_handover_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,300000000000,1.0,0.09914246632996633,0.0,1.0,0.0
2,600000000000,1.0,0.17595223063973064,0.0,1.0,0.0
3,900000000000,1.0,0.18205492424242425,0.0,1.0,0.0
4,1200000000000,1.0,0.12539457070707072,0.0,1.0,0.0
5,1500000000000,1.0,0.1065077861952862,0.0,1.0,0.0
6,1800000000000,1.0,0.13102377946127947,0.0,1.0,0.0
7,2100000000000,1.0,0.20985900673400673,0.0,1.0,0.0
8,2400000000000,1.0,0.11061132154882154,0.0,1.0,0.0
9,2700000000000,1.0,0.20801767676767677,0.0,1.0,0.0
10,3000000000000,1.0,0.1983638468013468,0.0,1.0,0.0
11,3300000000000,1.0,0.059448653198653195,0.0,1.0,0.0
12,3600000000000,1.0,0.08399095117845118,0.0,1.0,0.0
13,3900000000000,1.0,0.1442813552188552,0.0,1.0,0.0
14,4200000000000,1.0,0.15364583333333334,0.0,1.0,0.0
15,4500000000000,1.0,0.21404145622895623,0.0,1.0,0.0
16,4800000000000,1.0,0.21735585016835016,0.0,1.0,0.0
17,5100000000000,1.0,0.17392676767676768,0.0,0.9945652173913043,0.0
18,5400000000000,1.0,0.04277146464646465,0.0,1.0,0.0
19,5700000000000,1.0,0.16279987373737373,0.0,0.9981884057971014,0.0
20,6000000000000,1.0,0.17805660774410775,0.0,0.9945652173913043,0.0
21,6300000000000,1.0,0.1440972222222222,0.0,1.0,0.0
22,6600000000000,1.0,0.17066498316498316,0.0,1.0,0.0
23,6900000000000,1.0,0.18344907407407407,0.0,1.0,0.0
24,7200000000000,1.0,0.038930976430976434,0.0,1.0,0.0
25,7500000000000,1.0,0.12334280303030302,0.0,1.0,0.0
26,7800000000000,1.0,0.1236584595959596,0.0,1.0,0.0
27,8100000000000,1.0,0.15535563973063973,0.0,1.0,0.0
28,8400000000000,1.0,0.1632733585858586,0.0,1.0,0.0
29,8700000000000,1.0,0.1612215909090909,0.0,1.0,0.0
30,9000000000000,1.0,0.1364688552188552,0.0,0.9981884057971014,0.0
31,9300000000000,1.0,0.11973905723905724,0.0,1.0,0.0
32,9600000000000,1.0,0.13862584175084175,0.0,1.0,0.0
33,9900000000000,1.0,0.18763152356902357,0.0,1.0,0.0
34,10200000000000,1.0,0.20612373737373738,0.0,1.0,0.0
35,10500000000000,1.0,0.15351430976430977,0.0,1.0,0.0
36,10800000000000,1.0,0.17027041245791247,0.0,1.0,0.0
37,11100000000000,1.0,0.04208754208754209,0.0,1.0,0.0
38,11400000000000,1.0,0.13328598484848486,0.0,1.0,0.0
39,11700000000000,1.0,0.13115530303030304,0.0,1.0,0.0
40,12000000000000,1.0,0.21746106902356901,0.0,1.0,0.0
41,12300000000000,1.0,0.17821443602693604,0.0,1.0,0.0
42,12600000000000,1.0,0.2025199915824916,0.0,0.9981884057971014,0.0
43,12900000000000,1.0,0.1122422138047138,0.0,1.0,0.0
44,13200000000000,1.0,0.08769991582491582,0.0,1.0,0.0
45,13500000000000,1.0,0.27201704545454547,0.0,0.9945652173913043,0.0
46,13800000000000,1.0,0.0956702441077441,0.0,1.0,0.0
47,14100000000000,1.0,0.17027041245791247,0.0,1.0,0.0
48,14400000000000,1.0,0.18723695286195285,0.0,0.9981884057971014,0.0
49,14700000000000,1.0,0.10821759259259259,0.0,1.0,0.0
50,15000000000000,1.0,0.10090488215488215,0.0,1.0,0.0
51,15300000000000,1.0,0.11040088383838384,0.0,1.0,0.0
52,15600000000000,1.0,0.16124789562289563,0.0,1.0,0.0
53,15900000000000,1.0,0.14249263468013468,0.0,1.0,0.0
54,16200000000000,1.0,0.2532880892255892,0.0,1.0,0.0
55,16500000000000,1.0,0.21338383838383837,0.0,0.9981884057971014,0.0
56,16800000000000,1.0,0.038983585858585856,0.0,1.0,0.0
57,17100000000000,1.0,0.15711805555555555,0.0,1.0,0.0
58,17400000000000,1.0,0.19491792929292928,0.0,1.0,0.0
59,17700000000000,1.0,0.12165930134680135,0.0,1.0,0.0
60,18000000000000,1.0,0.13673190235690236,0.0,1.0,0.0
61,18300000000000,1.0,0.18723695286195285,0.0,1.0,0.0
62,18600000000000,1.0,0.10450862794612795,0.0,1.0,0.0
63,18900000000000,1.0,0.17405829124579125,0.0,1.0,0.0
64,19200000000000,1.0,0.13504840067340068,0.0,1.0,0.0
65,19500000000000,1.0,0.1911563552188552,0.0,1.0,0.0
66,19800000000000,1.0,0.07307449494949494,0.0,1.0,0.0
67,20100000000000,1.0,0.30784406565656564,0.0,1.0,0.0
68,20400000000000,1.0,0.1383627946127946,0.0,1.0,0.0
69,20700000000000,1.0,0.08417508417508418,0.0,1.0,0.0
70,21000000000000,1.0,0.09916877104377105,0.0,0.9981884057971014,0.0
71,21300000000000,1.0,0.18189709595959597,0.0,1.0,0.0
